EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,1,3,,,,,,,,,
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,25,4,21,2,,2,,,,8,4,4
Bank of Montreal,2010,Provincial,Ontario,,,Overall,Full-Time,2344,1212,1132,25,14,11,53,37,16,1132,608,524
Bank of Montreal,2010,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,20,4,16,4,1,3,,,,5,,5
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,253,147,106,,,,4,4,,80,44,36
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,11,2,9,1,1,,2,,2,,,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,1,,,,,,,,,,
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,19,14,5,,,,1,1,,4,4,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,4,,4,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,1,,1,1,,1,1,,1,,,
Bank of Montreal,2011,Provincial,New Brunswick,,,Overall,Full-Time,25,10,15,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,,,Overall,Full-Time,1949,1089,860,15,4,11,42,20,22,842,498,344
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,17,6,11,,,,,,,8,3,5
Bank of Montreal,2011,Provincial,Manitoba,,,Overall,Part-Time,7,2,5,2,,2,,,,2,1,1
Bank of Montreal,2013,Provincial,New Brunswick,,,Overall,Part-Time,21,4,17,1,,1,2,,2,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,1774,559,1215,40,10,30,44,9,35,627,225,402
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2016,Provincial,Ontario,,,Overall,Full-Time,1627,858,769,13,5,8,21,12,9,731,388,343
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,3,2,1,,,,,,,2,1,1
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,740,339,401,18,4,14,15,8,7,271,133,138
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,7,4,3,,,,,,,,,
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,New Brunswick,,,Overall,Part-Time,15,2,13,1,,1,2,1,1,,,
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,60,32,28,4,1,3,,,,16,10,6
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,212,76,136,2,,2,3,1,2,83,31,52
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2013,National,Canada,,,Overall,Part-Time,1200,330,870,16,5,11,37,12,25,172,51,121
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,2,2,1,1,,1,,1,,,
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,486,305,181,2,2,,3,2,1,170,105,65
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,36,12,24,,,,2,1,1,18,5,13
Bank of Montreal,2015,Provincial,Alberta,,,Overall,Full-Time,283,136,147,3,,3,2,,2,86,44,42
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,558,275,283,,,,10,7,3,337,163,174
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2010,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,9,9,,,,,,,,1,1,
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,27,4,23,,,,,,,7,2,5
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,334,138,196,3,1,2,4,,4,110,49,61
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,1549,494,1055,41,7,34,44,11,33,514,198,316
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,6,5,1,1,,1,,,,1,1,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,19,8,11,,,,,,,9,6,3
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,28,14,14,,,,,,,3,2,1
Bank of Montreal,2010,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,34,5,29,1,1,,1,1,,4,2,2
Bank of Montreal,2010,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,9,6,3,,,,,,,1,,1
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,28,21,7,,,,,,,9,6,3
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,295,152,143,6,3,3,7,6,1,101,60,41
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,196,101,95,1,1,,6,3,3,95,49,46
Bank of Montreal,2011,Provincial,Nova Scotia,,,Overall,Full-Time,34,20,14,,,,2,1,1,,,
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,7,1,6,2,,2,,,,,,
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,6,3,3,1,1,,,,,,,
Bank of Montreal,2019,Provincial,Manitoba,,,Overall,Part-Time,33,10,23,2,1,1,1,1,,18,8,10
Bank of Montreal,2011,Provincial,British Columbia,,,Overall,Part-Time,141,28,113,7,,7,3,,3,57,14,43
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,27,13,14,,,,,,,10,7,3
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,35,19,16,2,1,1,,,,11,5,6
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Supervisors,Full-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2010,Provincial,Nova Scotia,,,Overall,Full-Time,51,19,32,1,,1,1,,1,2,2,
Bank of Montreal,2016,Provincial,Saskatchewan,,,Overall,Full-Time,23,13,10,,,,1,1,,10,5,5
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,6,1,5,,,,,,,2,1,1
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,14,2,12,2,1,1,,,,,,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,3,2,1,,,,,,,2,1,1
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,385,180,205,3,,3,8,4,4,133,55,78
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,10,3,7,1,,1,1,,1,4,1,3
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,41,24,17,1,,1,,,,14,9,5
Bank of Montreal,2018,Provincial,Alberta,,,Overall,Full-Time,154,78,76,5,4,1,,,,56,35,21
Bank of Montreal,2019,Provincial,Qu�bec,,,Overall,Full-Time,628,334,294,2,2,,7,2,5,265,128,137
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,5,4,1,,,,,,,4,3,1
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,7,6,1,,,,1,1,,2,2,
Bank of Montreal,2011,Provincial,Saskatchewan,,,Overall,Full-Time,60,15,45,4,,4,1,1,,11,5,6
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,5,,5,3,,3,,,,,,
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,923,568,355,3,2,1,23,16,7,459,291,168
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,6,6,,,,,,,,2,2,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,6,5,1,,,,,,,2,2,
Bank of Montreal,2010,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,12,2,10,,,,1,,1,,,
Bank of Montreal,2010,Provincial,New Brunswick,,,Overall,Full-Time,35,17,18,1,,1,1,,1,4,1,3
Bank of Montreal,2012,Provincial,Alberta,,,Overall,Full-Time,230,84,146,7,1,6,5,2,3,64,29,35
Bank of Montreal,2011,Provincial,Manitoba,,,Overall,Full-Time,25,15,10,,,,,,,4,2,2
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,387,171,216,9,2,7,15,8,7,139,74,65
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,6,2,4,,,,,,,2,,2
Bank of Montreal,2019,Provincial,Ontario,,,Overall,Full-Time,2303,1241,1062,13,6,7,50,27,23,1178,660,518
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,46,24,22,,,,2,2,,31,15,16
Bank of Montreal,2019,Provincial,Manitoba,,,Overall,Full-Time,22,15,7,1,1,,2,1,1,9,6,3
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Supervisors,Full-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Qu�bec,,,Overall,Full-Time,451,216,235,5,,5,11,3,8,133,66,67
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,6,1,5,,,,2,1,1,,,
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,66,15,51,1,,1,,,,18,6,12
Bank of Montreal,2016,Provincial,British Columbia,,,Overall,Full-Time,174,97,77,3,,3,9,5,4,74,44,30
Bank of Montreal,2018,Provincial,Nova Scotia,,,Overall,Part-Time,33,11,22,1,,1,,,,10,3,7
Bank of Montreal,2018,Provincial,New Brunswick,,,Overall,Full-Time,7,5,2,,,,1,,1,3,3,
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Part-Time,1,1,,,,,,,,,,
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,778,284,494,21,6,15,16,8,8,273,114,159
Bank of Montreal,2012,Provincial,New Brunswick,,,Overall,Part-Time,16,6,10,1,,1,1,,1,4,2,2
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,593,186,407,14,1,13,15,8,7,117,49,68
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,4,,,,,,,,,,
Bank of Montreal,2011,Provincial,Saskatchewan,,,Overall,Part-Time,35,7,28,4,1,3,,,,5,1,4
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,1176,321,855,16,5,11,37,12,25,165,47,118
Bank of Montreal,2018,Provincial,Saskatchewan,,,Overall,Full-Time,29,17,12,1,,1,,,,15,9,6
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,5,3,2,,,,,,,1,1,
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,64,39,25,,,,1,,1,14,8,6
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,27,15,12,,,,1,1,,12,8,4
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,19,9,10,1,,1,,,,7,3,4
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,8,1,7,1,,1,1,,1,,,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,61,35,26,3,1,2,4,2,2,19,13,6
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,137,88,49,1,1,,2,1,1,70,44,26
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,4,2,2,,,,,,,3,2,1
Bank of Montreal,2013,Provincial,Ontario,,,Overall,Full-Time,1629,861,768,20,5,15,37,20,17,630,353,277
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,4,2,2,1,,1,,,,3,1,2
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,4,2,2,,,,,,,1,1,
Bank of Montreal,2019,National,Canada,,,Overall,Part-Time,1605,518,1087,41,7,34,44,11,33,535,206,329
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,6,2,4,,,,,,,3,2,1
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,3,1,2,,,,,,,,,
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,20,13,7,,,,,,,7,5,2
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,39,18,21,1,,1,,,,5,2,3
Bank of Montreal,2012,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,10,7,3,,,,,,,2,2,
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,8,5,3,,,,,,,,,
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,27,3,24,3,,3,,,,3,,3
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,3,1,2,,,,,,,,,
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,Full-Time,3,,3,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,76,48,28,,,,,,,19,12,7
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,2,1,1,,,,,,,1,,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,740,437,303,6,3,3,13,7,6,303,187,116
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,2,,2,,,,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,493,286,207,8,1,7,6,2,4,183,117,66
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,38,24,14,,,,1,1,,2,1,1
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,237,117,120,3,1,2,5,3,2,111,60,51
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,77,47,30,1,,1,1,1,,32,21,11
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,10,3,7,,,,,,,,,
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,31,15,16,1,1,,,,,11,5,6
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,6,2,4,,,,,,,3,2,1
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,14,1,13,1,,1,,,,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,7,3,4,,,,,,,4,1,3
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,487,289,198,4,,4,9,5,4,212,124,88
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,6,5,1,1,,1,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,3,2,1,,,,,,,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,6,5,1,,,,,,,2,2,
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,8,4,4,1,1,,,,,3,3,
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,333,205,128,1,1,,3,2,1,127,83,44
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,1097,281,816,27,5,22,21,3,18,220,67,153
Bank of Montreal,2017,Provincial,Qu�bec,,,Overall,Full-Time,442,257,185,2,2,,10,5,5,172,99,73
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,25,5,20,1,,1,,,,4,2,2
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,6,2,4,,,,1,1,,1,1,
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,10,5,5,1,,1,,,,2,1,1
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,6,5,1,,,,1,1,,2,2,
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,56,35,21,,,,1,1,,15,11,4
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,238,58,180,14,3,11,11,,11,72,29,43
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,1175,740,435,10,6,4,20,13,7,575,363,212
Bank of Montreal,2015,Provincial,British Columbia,,,Overall,Full-Time,227,120,107,4,1,3,1,,1,96,51,45
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,24,13,11,1,,1,,,,9,4,5
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,4,,4,1,,1,1,,1,1,,1
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,28,5,23,1,,1,1,,1,5,1,4
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,6,5,1,,,,,,,2,2,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,122,79,43,1,1,,1,,1,34,25,9
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,5,2,3,,,,,,,2,1,1
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,28,12,16,1,1,,1,1,,10,6,4
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,8,6,2,,,,,,,2,2,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,45,26,19,,,,1,,1,4,2,2
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,23,10,13,,,,,,,7,6,1
Bank of Montreal,2019,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,3,1,2,,,,,,,,,
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,206,98,108,3,1,2,3,1,2,69,36,33
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,59,28,31,,,,1,,1,25,13,12
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,521,191,330,16,3,13,21,6,15,150,73,77
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Nova Scotia,,,Overall,Part-Time,27,5,22,,,,1,,1,3,1,2
Bank of Montreal,2010,National,Canada,,,Overall,Full-Time,3783,1860,1923,59,23,36,75,48,27,1559,813,746
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,9,5,4,,,,,,,,,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,5,3,2,1,1,,,,,2,1,1
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,106,75,31,1,1,,2,2,,26,17,9
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,6,3,3,,,,,,,2,1,1
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,217,67,150,7,2,5,7,4,3,28,5,23
Bank of Montreal,2010,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,16,3,13,1,,1,1,,1,3,1,2
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,3,1,2,,,,,,,2,1,1
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,5,2,3,,,,,,,2,,2
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,2,2,,,,,,,,,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,17,7,10,2,1,1,1,,1,9,4,5
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
